index	sentence1	sentence2	label
626	Jack Straw, o ministro das Relações Exteriores, se encontrará hoje com seu colega brasileiro, Celso Amorim, em Londres.	Jack Straw é sócio de Celso Amorim.	not_entailment
627	A fábrica da West Pharmaceutical Services, que havia sido citada por inúmeras violações de segurança no outono passado, fabricou êmbolos de seringa e suprimentos intravenosos.	A fábrica da West Pharmaceutical Services foi citada por inúmeras violações de segurança no outono passado.	entailment
628	Se confirmado como raiva, o caso pode ser a primeira ocorrência da infecção adquirida no Reino Unido desde 1902.	Um caso de raiva foi confirmado.	not_entailment
629	Busby rebateu, dizendo ao Iconoclast, o ponto é que o material de Chernobyl, que fica a 1.800 milhas a leste da Grã-Bretanha, viajou para a Grã-Bretanha e contaminou o País de Gales, a Escócia e várias partes do Reino Unido. E eles poderiam muito bem ter dito que era igualmente inviável percorrer essa distância na direção oposta ao fluxo geral do vento, mas examinamos Modelos de computador de direções do vento durante o período da Guerra do Golfo e é bastante claro o material do Iraque poderia ter chegado ao Reino Unido por causa dos tipos específicos de depressões e sistemas anticiclones existentes.	O desastre de Chernobyl teve repercussões fora da ex-URSS.	entailment
630	Carmen ficou um pouco chateada ao descobrir que as mulheres estão tão mal representadas entre os cientistas políticos australianos quanto no parlamento (Leonie estava perguntando: 'onde estão todas as mulheres?').	As mulheres estão mal representadas no parlamento.	entailment
631	A empresa canadense de licenciamento de tecnologia sem fio Wi-LAN iniciou uma ação legal contra a Cisco, alegando que os produtos Linksys e Aironet da gigante das redes estão usando sua propriedade intelectual sem permissão.	A Linksys e a Aironet iniciam uma ação legal contra uma empresa canadense.	not_entailment
632	As estatísticas reais sobre o valor dissuasivo da pena de morte não estão disponíveis porque é impossível saber quem pode ter sido impedido de cometer um crime.	A pena de morte é um impedimento ao crime.	not_entailment
633	"Se pudéssemos colocar um homem na Lua dentro de décadas na década de 1960, acho que podemos eliminar a tuberculose se desenvolvermos a vontade de fazê-lo", disse O'Brien, que pediu um investimento significativo para a pesquisa, principalmente as grandes. ensaios de campo necessários para demonstrar eficácia.	A lua foi tocada pela humanidade em 1969.	not_entailment
634	O vereador Pierce construiu a casa para sua filha na E. 28th Street, perto de Rossville Blvd, enquanto ele mora nas proximidades.	Pierce mora na E. 28th Street.	not_entailment
635	Argentina e Grã-Bretanha anunciaram um acordo na quinta-feira para restaurar os laços diplomáticos completos quase oito anos depois de terem travado uma guerra de 74 dias nas Ilhas Falkland.	Relações diplomáticas plenas foram restabelecidas em 1990.	not_entailment
636	Hooper, um vendedor de Portland, é acusado de se passar por um comprador em potencial em 26 de julho, forçando-se a entrar na residência e estuprando uma mulher de 19 anos.	Hooper comprou uma casa em Portland.	not_entailment
637	Nos anos 70, ela foi uma das vocalistas femininas mais populares da França e tornou-se conhecida internacionalmente. Anne Marie David, de Arles, no sul da França, apostou em seu sucesso inicial ao interpretar Maria Madalena na produção francesa de Jesus Cristo Superstar e levar para casa o "grande prêmio" no Eurovision Song Contest de 1973. Sua canção vencedora, "Tu te reconnaîtras "(Você se reconhecerá), tornou-se um sucesso na Europa naquela primavera.	Anne Marie David venceu o Eurovision Song Contest.	entailment
638	Na França, os negociantes de arte são obrigados por lei a registrar todas as compras, exceto as compradas em um leilão público.	Na França, as obras de arte compradas em leilão público estão isentas de registro.	entailment
639	Vinte e quatro pessoas, entre as quais sete crianças, foram mortas no domingo depois que seu avião caiu em um rio no Brasil. Quatro pessoas sobreviveram ao acidente, incluindo um garoto de 9 anos. A aeronave, que era um turboélice bimotor Embraer fretado pela Manaus Aerotaxis, estava transportando 26 passageiros e dois tripulantes quando caiu. Os pilotos do avião, que partiram de Coari, entraram em contato com o controle de tráfego aéreo perto de seu destino de Manaus para anunciar que estavam voltando. O avião, no entanto, desapareceu do radar. O avião fez um pouso de emergência no rio Manacapuru, uma filial do rio Amazonas no estado brasileiro do Amazonas, a 80 quilômetros de Manaus.	24 pessoas morreram em um acidente de avião.	entailment
640	Um jovem atirador conhecido como Scarface foi preso por toda a vida pelo assassinato de um promissor futebolista adolescente. Richard Harrison-Allen, 20 anos, matou Etem Celebi em novembro de 2007, quando tentava fugir do local em Smalley Close, Stoke Newington, norte de Londres. O membro da gangue Harrison-Allen, de Hackney, leste de Londres, que foi condenado pelo assassinato do adolescente no início deste mês, foi condenado a um mínimo de 26 anos no tribunal de St. Albans Crown. Ele ficou imóvel como sentença foi proferida.	"Scarface" é o apelido de Richard Harrison-Allen.	entailment
641	Algumas grandes companhias de petróleo russas, incluindo Lukoil, Zarubezhneft, empresa estatal de petróleo, e Alpha Eco, trader, foram implicadas no relatório.	Zarubezhneft negocia em petróleo.	entailment
642	Alguns dos segredos comerciais roubados foram apreendidos pelos réus no Aeroporto Internacional de São Francisco (SFO) enquanto tentavam voar para a China.	Segredos comerciais foram roubados.	entailment
643	A Westbridge fabrica fertilizantes orgânicos certificados, incluindo potenciadores de crescimento líquido e bioestimulantes.	Fertilizantes orgânicos são usados como melhoradores do solo.	not_entailment
644	O estilo ideal de construção de barragem é específico para o macroprojeto específico, a natureza do local de trabalho geofísico (Anon., 2005), bem como a incerteza social, a experiência das organizações de gestão empresarial, as complexidades operacionais de muitos tipos de máquinas de construção e nacionalidades de trabalhadores, a geografia situacional dos macroprojetos e a logística de seus materiais de composição necessários.	A construção de barragens evita situações de risco de vida.	not_entailment
645	No início deste ano, Kai-Uwe Ricke, executivo-chefe da Deutsche Telekom, apresentou a possibilidade de a T-Mobile USA ser vendida.	A Deutsche Telekom vendeu a T-Mobile USA.	not_entailment
646	Para um país da Europa Ocidental, a taxa de natalidade na Finlândia é alta.	A Finlândia é o país europeu com a maior taxa de natalidade.	not_entailment
647	O tufão Chanchu, com ventos de até 170 km / h (106 mph) e o tufão mais forte já registrado para entrar no Mar da China Meridional em maio, atingiu o continente entre as cidades de Shantou e Xiamen e avançava para o nordeste, disse o Observatório de Hong Kong.	Um tufão atinge as Filipinas.	not_entailment
648	Os dois socorristas que o recuperaram são bombeiros de uma equipe da FEMA da Califórnia: JD Madden, de Santa Clara, e Eric Mijangos, de Menlo Park.	Uma equipe da FEMA está sediada na Califórnia.	entailment
649	A renúncia ocorreu em meio a alegações recentes do procurador-geral de Massachusetts de que a arquidiocese de Boston se engajou em "um esquema elaborado" para silenciar a questão do abuso sexual infantil por padres.	O procurador-geral do estado alegou que a arquidiocese se envolveu em um encobrimento.	entailment
650	Aproximadamente às 15h20, um interlocutor sem nome relatou ter visto os suspeitos em uma rua próxima, East 27th Street, fazendo com que a polícia criasse um bloqueio ao redor do suspeito. Foi aqui que os outros dois policiais foram baleados, desta vez em troca de tiros, enquanto tentavam levar o suposto atirador dos dois policiais sob custódia. O suspeito foi morto por tiros da polícia. O nome do suspeito era Lovelle Mixon, 26 anos, que recebeu um mandado de prisão depois que sua fiança foi revogada por violação da liberdade condicional. Todos os quatro policiais foram levados para o Hospital Highland em estado crítico, onde todos morreram mais tarde devido aos ferimentos. Os nomes eram: Sargent Erv Romans, 43 anos, Sargent Dan Sakai, 35, John Hege, 41 e Mark Dunakin, 40.	Sargent Dan Sakai era um colega de John Hege.	entailment
651	Espera-se que os militares da Marinha Real mantidos em cativeiro pelo Irã sejam libertados hoje.	Soldados britânicos detidos	entailment
652	Um coelho macho é chamado de dólar e uma fêmea é chamada de corça, assim como o cervo.	Uma fêmea de coelho é chamada de corça.	entailment
653	Uma música que proclama que o presidente eleito dos Estados Unidos, Barack Obama, é irlandês, tem mais de 600.000 visualizações no site de compartilhamento de vídeos YouTube, com muitas delas depois que ele foi eleito em 4 de novembro. "O'Leary, O'Reilly, O ' Hare e O'Hara, não há ninguém tão irlandês quanto Barack O'Bama ", afirma a música. "Você não acredita em mim, eu ouço você dizer. Mas Barack é irlandês, assim como JFK. O pai de seu avô veio de Moneygall, uma pequena vila irlandesa, bem conhecida por todos vocês".	Segundo uma música, Barack Obama é irlandês.	entailment
654	Na quarta-feira à noite, pessoas no distrito de Bahçelievler, em Yenibosna, em Istambul, na Turquia, alegaram ter visto um OVNI voando no céu, informa o jornal turco Sabah. Eles disseram que o OVNI estava brilhando com luzes brancas e que girava em torno de si. Istambul teve incidentes anteriores de OVNIs no passado e, em 2002, o Museu de OVNIs de Istambul foi aberto ao público.	Um OVNI pode ter sido visto na Turquia.	entailment
655	Um grande esforço de imunização contra a poliomielite está em andamento em mais de 20 países da África Ocidental e Central, mas na Costa do Marfim a violência forçou o adiamento da campanha de vacinação, anunciou a Iniciativa Global de Erradicação da Poliomielite (GPEI) em 18 de novembro.	A poliomielite está sob controle no mundo.	not_entailment
656	PEQUIM - Na década desde que o governo chinês começou a reprimir o Falun Gong, uma cruzada que grupos de direitos humanos dizem ter levado à prisão de dezenas de milhares de praticantes e reivindicado pelo menos 2.000 vidas, a atenção do mundo mudou para outros lugares. A ação contra o grupo espiritual eliminou sua liderança, dizimou as fileiras dos fiéis e convenceu muitos chineses de que o grupo é um "culto ao mal", como afirma o governo. Mas, dez anos depois, a guerra ao Falun Gong permanece inacabada.	O Falun Gong é um grupo espiritual.	entailment
657	Um estado de emergência de quatro dias foi declarado na capital da Mongólia, Ulaanbaatar, após protestos violentos após acusações de fraude e fraude nas eleições de domingo. Relatórios indicam que 5 pessoas foram mortas e mais de 300 feridas. Os feridos eram policiais e manifestantes, sofrendo de envenenamento por fumaça, balas de borracha e apedrejamento. Entre os feridos estava um cidadão japonês, que teria sido levado de avião para o Japão pela manhã.	300 pessoas foram mortas na Mongólia.	not_entailment
658	O Equador recebeu pouca atenção nos debates políticos dos EUA. No entanto, nos últimos anos, houve um debate público significativo no Equador sobre a iniciativa conjunta EUA / Colômbia e seus efeitos no Equador e em seus cidadãos.	Peru debate região fronteiriça com o Equador.	not_entailment
659	Reagan foi gravemente ferido por uma bala disparada por John Hinckley Jr. em uma tentativa de assassinato, mas fez uma recuperação notavelmente rápida.	Reagan sobreviveu a uma tentativa de bala de assassino.	entailment
660	Com mais de 223.000 refugiados já no Texas, Perry disse que funcionários de centros de ajuda humanitária dizem que estão ficando sem espaço.	Com mais de 220.000 refugiados no Texas, Perry alertou que seu estado estava ficando sem espaço.	entailment
661	O prêmio recebeu o nome de Alfred Nobel, um pacifista e empresário que inventou a dinamite em 1866. Nobel deixou grande parte de sua riqueza para estabelecer o prêmio, que homenageia conquistas em física, química, medicina, literatura e esforços para promover a paz desde 1901.	Alfred Nobel inventou a dinamite em 1866.	entailment
662	Avestruzes colocam a cabeça na areia para evitar o vento.	Avestruzes enterram a cabeça na areia.	entailment
663	Hugh Jackman fez tudo - quase. Ele já recebeu o Oscar, dançou na Broadway, exibiu seu sorriso vencedor e flexionou os músculos, mas sexta-feira é a primeira vez que o ator australiano entra nas salas de cinema como atração principal. Em "X-Men Origins: Wolverine", não há Halle Berry ou Nicole Kidman ao seu lado para animar as bilheterias. Desta vez, são apenas Jackman, suas garras e um monte de expectativas de Hollywood no valor de US $ 150 milhões.	Hugh Jackman será o mágico Harry Houdini.	not_entailment
664	"As brigadas rapidamente misturadas de ex-inimigos foram enviadas para a linha de frente sem salários, rações ou treinamento formal, aumentando a probabilidade de futuras violações dos direitos humanos", afirmou a Human Rights Watch em comunicado. Entre os ex-rebeldes integrados ao exército regular estão Bosco Ntaganda, que foi recentemente promovido à posição de general. Ele é procurado em um mandado de prisão pelo Tribunal Penal Internacional por alistar crianças-soldado e é acusado de comandar as tropas rebeldes que massacraram 150 moradores da cidade de Kiwanja em novembro passado.	Bosco Ntaganda é um general.	entailment
665	O papa de 84 anos foi levado à janela de um hospital e abençoou a multidão fazendo o sinal da cruz em gestos claros, enquanto um fotógrafo do Vaticano tirava fotos.	O papa fez o sinal da cruz.	entailment
666	Janet Elaine Adkins, 54, usou uma máquina controversa para cometer suicídio em Michigan.	Um paciente com Alzheimer estava em Michigan por um suicídio assistido.	not_entailment
667	A aposta, que lhe rendeu um jantar para quatro, dizia respeito à existência e massa do quark superior, uma partícula elementar descoberta em 1995.	O Top Quark é o último dos seis tipos de quarks previstos pela teoria do modelo padrão da física de partículas.	not_entailment
668	O impulso para essa nova lei foi motivado em parte por uma série de desastres relacionados ao transporte no final dos anos 80, como o naufrágio de uma balsa no canal Herald of Free Enterprise em 1987, o desastre da plataforma petrolífera Piper Alpha em 1988 e a colisão de barcos no rio Tamisa, em março de 1989. Mais de 400 pessoas perderam a vida nesses três desastres, mas nenhum indivíduo ou organização foi levado em consideração.	100 ou mais pessoas perderam a vida em uma balsa afundando.	not_entailment
669	Brent Frei, co-fundador da Onyx Software Corp., fornecedor de CRM de médio porte, planeja deixar o cargo de CEO e presidente.	Brent Frei sai da posição de CEO.	entailment
670	Enquanto líderes se reúnem na Argentina antes das conversações regionais neste fim de semana, Hugo Chávez, o presidente populista da Venezuela está usando um dinheiro inesperado para ganhar amigos e promover sua visão do socialismo do século XXI.	Hugo Chávez atua como presidente da Venezuela.	entailment
671	Militantes ligados à Al Qaeda realizam uma série de atentados suicidas contra interesses ocidentais na Indonésia desde 2002.	Desde 2002, militantes da Al Qaeda tentam atingir os interesses ocidentais na Indonésia.	entailment
672	A França deve compensar as pessoas que sofreram problemas de saúde como resultado de três décadas de testes de armas nucleares, afirma o governo. Estava na hora de investigar as queixas de saúde relatadas pelos funcionários que participaram dos testes, disse o ministro da Defesa Herve Morin. Morin disse ao Le Figaro que a França deveria ser "fiel à sua consciência". A França realizou mais de 200 testes, primeiro na Argélia e depois na Polinésia Francesa, entre 1966 e 1996. Morin disse que cerca de 150.000 trabalhadores civis e militares foram "teoricamente afetados" pelos testes. Morin disse que uma comissão independente examinará as reivindicações caso a caso. Ele acrescentou que 10 milhões de euros (US $ 13,6 milhões) já haviam sido destinados para compensar as vítimas.	A França realizou mais de 200 testes nucleares durante 30 anos.	entailment
673	Embora tenha vencido com a maioria mais baixa já registrada pelo partido no poder, 48,7% dos votos, suas cédulas quase dobraram as do forasteiro Diego Fernandez de Cevallos, segundo classificado da direita. E os privilegiados agora são favorecidos para vencer outras eleições latino-americanas nos próximos meses: no Brasil, Fernando Henrique Cardoso, ex-líder do Senado e ministro do Gabinete, deve terminar à frente do forasteiro Luis Inácio (Lula) da Silva, ex-trabalhista de esquerda líder, na primeira rodada do presidente.	Fernando Henrique Cardoso é um ex-líder do Senado e ministro do Gabinete.	entailment
674	As operações de mineração de ouro na Califórnia e Nevada usam cianeto para extrair o metal precioso.	O cianeto é usado na mineração de ouro.	entailment
675	Hakimi também afirmou que os rebeldes mataram Mawlavi Waqifi, um líder religioso na província de Khost, no sudeste.	Mawlavi Waqifi morava na província de Khost, no sudeste.	entailment
676	"Os tremores secundários foram menores nos últimos dois meses, mas parecem estar começando de novo. Estamos realmente preocupados com o destino dessas ilhas", disse à Reuters por telefone Smriti Kana Saha, da vila de Ranjat, na ilha de Andaman Médio.	Smriti Kana Saha é um morador da vila Ranjat.	entailment
677	Budapeste consiste em duas partes, Buda e Peste, situadas em lados opostos do rio e conectadas por uma série de pontes.	Budapeste consiste em duas partes principais que foram fundidas em 1873.	not_entailment
678	O navio, de propriedade da Mitsui OSK Lines e com bandeira nas Ilhas Cayman, foi atacado por volta das 16 horas, horário da Somália (UTC + 3), com tiros de dois pequenos barcos. A embarcação, com uma tripulação de dezoito das Filipinas, sofreu leves danos em sua frente e as janelas foram quebradas. O Jasmine Ace estava a caminho de Sharjah, nos Emirados Árabes Unidos, para Mombaça, no Quênia. A transportadora de 126,75m carregou 377 carros usados em Sharjah em 17 de março.	Mitsui OSK é o proprietário das Ilhas Cayman.	not_entailment
679	Os consumidores continuaram comprando menos café com leite e café na Starbucks em seu segundo trimestre e os encargos de reestruturação levaram a 77% do lucro líquido, mas a queda nas vendas foi uma melhoria. A Starbucks Corp. - prejudicada nos últimos trimestres pela percepção de que suas bebidas são caras demais - disse quarta-feira que as vendas em locais estabelecidos caíram 8% no mundo e nos EUA nos primeiros três meses de 2009 em comparação com o ano anterior. Nos últimos três meses do ano passado, as vendas globais nas mesmas lojas da Starbucks caíram 9% e as vendas nas mesmas lojas nos EUA caíram 10%.	A Starbucks é uma gigante do café nos EUA.	not_entailment
680	Israel controla uma área de cerca de 850 quilômetros quadrados no sul da República Libanesa, enquanto a Síria possui cerca de 30 mil soldados em mais de dois terços do território libanês.	A Síria possui 30.000 soldados em 60% do Líbano, e Israel controla uma área no sul de 850 quilômetros quadrados.	entailment
681	Ashley Olsen decidiu ficar com sua irmã gêmea, Mary-Kate, em vez de fazer uma viagem planejada à Austrália para promover a abertura da mais recente aventura cinematográfica dos irmãos "Minuto de Nova York", relata a AP.	Ashley Olsen planeja uma viagem à Austrália com Mary-Kate.	not_entailment
682	A sonda privada só conseguiu chegar a cerca de 100 metros no espaço, de acordo com medições de radar, mas foi o suficiente para confirmar que não é mais necessário um projeto governamental completo para organizar as viagens espaciais.	lançamentos de naves particulares	entailment
683	O primeiro-ministro Silvio Berlusconi foi eleito em 28 de março com o mandato de reformar os regulamentos de negócios da Itália e tirar a economia da recessão.	O primeiro-ministro italiano é Silvio Berlusconi.	entailment
684	Embora o número de casos confirmados de ebola tenha subido ligeiramente para 26 no Gabão e 16 no Congo Brazzaville, novas infecções são agora tão baixas que parece que a epidemia está "queimando".	Epidemia de Ebola irrompe no Zaire.	not_entailment
685	De acordo com uma pesquisa realizada pela empresa de pesquisa anti-spam Sophos, os Estados Unidos são o ponto de origem de mais de 42% de todo o spam. À direita, a Coréia do Sul, com 13%, e a China, com 8% do spam no mundo. A empresa de segurança realizou uma auditoria de seus honeypots para obter os números - um honeypot é um sistema especial criado para atrair spam ou remetentes de spam, a fim de avaliar a atividade do remetente de spam. Essa atividade não é totalmente inesperada. Os Estados Unidos representam pouco mais de 25% de todo o uso da Internet, enquanto a Coréia do Sul e a China têm cerca de 4% e 11% dos usuários de Internet do mundo, respectivamente. No entanto, essas porcentagens ainda apontam os EUA como uma fonte desproporcional de spam.	Os Estados Unidos produzem spam.	entailment
686	"Farejar cola" é mais comum entre os adolescentes. Eles geralmente crescem com isso quando outras drogas, como álcool e maconha, ficam disponíveis para eles. Sabe-se que crianças de sete anos começam a "cheirar cola". Por causa do estigma social associado ao "cheiro de cola", a maioria dos aspiradores pára por 16 ou 17 anos, a menos que estejam seriamente viciados.	Cheirar cola é comum entre os jovens.	entailment
687	O presidente do Paquistão, Pervez Musharraf, conversou com o primeiro-ministro britânico Gordon Brown em Londres na terça-feira, garantindo ao anfitrião que o Paquistão realizará uma eleição justa no próximo mês e está pronto para continuar uma luta contínua contra o terrorismo e o extremismo. A visita foi amplamente chamada de "ofensiva de charme" do Presidente Musharraf. O líder paquistanês manteve conversações em Bruxelas, Paris, no Fórum Econômico Mundial em Davos, Suíça e agora em Londres, em um esforço que tem sido visto como uma tentativa de reforçar o apoio europeu ao seu governo.	Musharraf conheceu Brown em Londres.	entailment
688	A cidade é gêmea de Glasgow, Dortmund, Pleven e Le Mans.	Dortmund é geminado com Glasgow.	not_entailment
689	Este ano, no entanto, o concurso assumiu uma nova urgência quando o governo Clinton, que tentava bloquear a tentativa do governo de Pyongyang de construir um arsenal nuclear, reacendeu parte da paixão pelo desafio do Ocidente pela Coréia do Norte.	Pyongyang é a capital da Coréia do Norte.	not_entailment
690	Sondhi Limthongkul, fundador do movimento político que invadiu o aeroporto de Bangcoc no ano passado, está no hospital depois que um homem armado com um AK-47 emboscou seu carro em um posto de gasolina e o pulverizou com balas nesta manhã. O número desconhecido de pistoleiros disparou nos pneus do carro de propriedade de Sondhi, chefe do movimento da camisa amarela da Aliança Popular para a Democracia e encher o veículo de balas. Balas perdidas também atingiram um ônibus público próximo.	Sondhi Limthongkul foi atingido por mais de 100 balas.	not_entailment
691	Os Yankees dividiram Hollywood com algo para se sentir bem após a derrota de 5-4 da noite passada para o Dodgers.	Dodgers perdem o primeiro jogo de todos os tempos no Fenway	not_entailment
692	O grupo iemenita da Jihad Islâmica surgiu em 1992 e é formado por velhos guerreiros do Afeganistão.	O grupo Jihad Islâmico do Iêmen foi criado por velhos guerreiros afgan em 1992.	entailment
693	A vida inteira de Miers foi baseada em Dallas e girou em torno de seu trabalho jurídico, sua família e um apego a uma igreja evangélica que a levou ao que seu ex-pastor descreveu como um florescimento da fé no final da vida.	Miers era líder de uma igreja evangélica.	not_entailment
694	A RJ Reynolds Tobacco anunciou ontem que planeja construir uma fábrica na Turquia para produzir cigarros até o final de 1993.	A RJR construiu fábricas na Turquia.	not_entailment
695	Sim, a água é uma área crítica de disputa no conflito árabe-israelense; mas, dado o clima atual de construção da paz e o desgaste geral da guerra entre estados e populações, essas previsões são peças excitáveis do subjetivismo.	Há uma disputa territorial pelas águas.	not_entailment
696	Os organizadores da 15ª Conferência Internacional sobre Aids, agendada para o próximo mês em Bangkok, na Tailândia, responderam no sábado a reportagens da imprensa que um hotel de destaque em Bangcoc discriminava visitantes soropositivos que participavam de uma conferência diferente este mês.	Visitantes HIV positivos participam da 15ª Conferência Internacional sobre Aids.	not_entailment
697	Uma coleção de testemunhos da vida real de Klaus Pohl, um dos dramaturgos mais bem-sucedidos da Alemanha, seu poder reside menos no significado convencional da palavra drama do que no que ela revela - um país ainda profundamente em desacordo consigo mesmo, um caleidoscópio de eventos que lisonjeia nenhum lado, nem o capitalismo ocidental nem o antigo regime comunista.	Klaus Pohl é um dramaturgo alemão.	entailment
698	O Dow Jones Industrial Average (DJIA), um dos principais índices de ações dos Estados Unidos, quebrou o recorde de fechamento de todos os tempos, fechando em 14.000,41 pontos, um aumento de 82,19 pontos (0,59%) em seu último fechamento. Apenas 59 dias antes, o Dow atingiu seu recorde histórico quando ultrapassou 13.000. Esta é a primeira vez que o DJIA fecha acima de 14.000 desde a sua estreia em 26 de maio de 1896.	O Dow Jones ganhou pontos.	entailment
699	Atualmente, é a antiga instalação nuclear do país que preocupa grupos ambientalistas armênios e também os de países vizinhos. A 30 quilômetros a oeste da capital Yerevan, a Usina Nuclear de Metsamor, na Armênia, foi construída na década de 1970 e abriga dois reatores nucleares VVER-440 Modelo V230. A Metsamor, que atualmente produz cerca de 40% da eletricidade do país, está localizada em uma zona sismicamente ativa e foi fechada mesmo antes do colapso da União Soviética em 1991, devido ao devastador terremoto de 7 de dezembro de 1988 em Spitak.	O reator nuclear Metsamor foi desligado após o terremoto de 1988 na Armênia.	entailment
700	Pratibha Patil venceu as 12ª Eleições Presidenciais da República da Índia, tornando-se a primeira mulher presidente do segundo país mais populoso do mundo. Patil, 72, anteriormente governador do estado de Rajasthan, teve apoio da coalizão governante. Ela ganhou aproximadamente dois terços dos votos, quase o dobro do número de seu rival mais próximo, Bhairon Singh Shekhawat, que renunciou ao cargo de vice-presidente depois de perder a votação.	O Chile tem uma mulher presidente.	not_entailment
701	Nos documentos que apresentaram ao Tribunal Distrital dos EUA no Distrito de Columbia, os advogados do governo argumentaram que três internos que cometeram suicídio no mês passado se enforcando coordenaram suas ações usando a confidencialidade advogado-cliente para se comunicarem. Autoridades do governo disseram que entre os documentos marcados como "Privilégio do Cliente Advogado" havia instruções sobre como amarrar nós e um memorando classificado sobre as atividades do campo e os locais dos reclusos.	Três pessoas cometeram suicídio na prisão.	entailment
702	A crescente demanda mundial por água só pode ser satisfeita com a purificação da água do mar, já que rios e reservatórios ficam incapazes de atender à demanda, disse a Espanha na semana passada, divulgando um grande programa para combater sua própria escassez crônica.	O Delta do Ebro é usado para a agricultura.	not_entailment
703	O Marriott é um local popular para a permanência de estrangeiros e um empreendimento de destaque na cidade, apesar da onda de violência que o país sofre. O hotel foi vítima de outro ataque em janeiro de 2007, onde um segurança foi morto e várias pessoas feridas após o bloqueio impediram que um homem-bomba chegasse ao hotel, forçando-o a detonar seus explosivos onde ele estava.	Há um hotel Marriott em Londres.	not_entailment
704	Este caso é um dos primeiros a ser processado sob uma nova lei dos EUA que regula e-mails indesejados.	Existe uma nova lei dos EUA que proíbe email.	not_entailment
705	Cage é um grande fã de "Superman" (que nasceu no planeta fictício Krypton) e atuaria em um filme planejado para a década de 1990 que nunca chegou a ser.	Cage jogou Superman.	not_entailment
706	A equipe alemã afirma que seu estudo é o único relato de hibernação prolongada em mamíferos tropicais.	A equipe estuda mamíferos em hibernação na Alemanha.	not_entailment
707	Nove soldados e dois policiais foram mortos no tiroteio que se seguiu e dois policiais ficaram feridos, disseram as autoridades.	Seis policiais e dois soldados foram mortos em um tiroteio, disseram autoridades.	not_entailment
708	O Irã realizará a primeira eleição presidencial de segundo turno em sua história, entre o presidente Akbar Hashemi Rafsanjani e o prefeito de Teerã, disseram autoridades eleitorais no sábado.	Hashemi Rafsanjani enfrentará o prefeito de Teerã na primeira eleição presidencial do segundo turno do Irã, disseram autoridades neste sábado.	entailment
709	Edwin Hubble é recongized como tendo sido um dos principais astrônomos da era moderna.	Edwin Hubble era um astrônomo.	entailment
710	"O Herald agora está satisfeito por Kennedy poder prosseguir vigorosamente um reexame da guerra do Iraque e como se livrar de nossa nação. Falando sério, considerarei essa mudança de pensamento como uma indicação preocupante de que todos nós, onde quer que estejamos permanecem no continuum liberal-conservador, estão profundamente preocupados com os impactos prejudiciais da guerra no Iraque e estão procurando maneiras de trabalhar juntos para resolvê-lo o mais rápido possível. "	Todos estão profundamente preocupados com os danos da guerra do Iraque e estão procurando maneiras de resolvê-los.	entailment
711	Ao sul de Castle Hill, sobe o Gellert Hill (771 pés), uma escarpa íngreme de calcário com vista para o Danúbio, que oferece uma vista panorâmica de toda a cidade.	Ao sul fica Gellert Hill, que apresenta a Cidadela do século XIX.	not_entailment
712	Miller, dramaturgo vencedor do Prêmio Pulitzer, cuja criação ficcional mais famosa, Loman em 'Morte de um vendedor', veio para simbolizar o sonho americano que deu errado, morreu.	O dramaturgo Miller, autor vencedor do prêmio Pulitzer de 'Death of a Salesman', morreu.	entailment
713	As ações da empresa de carvão subiram na segunda-feira de manhã depois que um artigo da Barron's disse que o setor estava se beneficiando da alta dos preços do gás natural e do advento de novas usinas que emitem menos poluição.	Os estoques de carvão aumentam.	entailment
714	A descoberta do quark superior, se confirmada, completa um conjunto de componentes subatômicos cuja existência é prevista pela teoria predominante, chamada Modelo Padrão, das partículas e forças que determinam a natureza fundamental da matéria e da energia. No léxico caprichoso da física moderna, as partículas elementares são chamadas quarks, leptons e bósons.	Quarks, leptons e bósons são as três partículas elementares da física, de acordo com o Modelo Padrão.	entailment
715	A posição de linha dura de Pequim sobre o Dalai Lama tornou-se consideravelmente mais difícil nos últimos anos. Os laços com a Alemanha mergulharam depois que a chanceler Angela Merkel se encontrou com o Dalai Lama em setembro de 2007, se recuperando apenas depois que Berlim ofereceu uma promessa semelhante à feita pela França na quarta-feira. As empresas que supostamente apoiaram as atividades dos exilados foram sujeitas a campanhas de difamação e chamadas de boicote na China, e uma aparição na China continental pelo grupo de rock britânico Oasis foi cancelada por Pequim no mês passado porque o guitarrista e compositor principal Noel Gallagher participou uma vez um concerto gratuito no Tibete - em 1997.	Angela Merkel é budista.	not_entailment
716	Cabul - Uma bomba na estrada que feriu seis soldados norte-americanos no leste do Afeganistão foi seguida por uma explosão perto de uma delegacia de Cabul, na segunda-feira, que feriu dois policiais e um civil.	Os seis soldados dos EUA eram residentes no Afeganistão.	not_entailment
717	O furacão Isabel foi uma tempestade tropical quando entrou na Virgínia, mas causou danos a 75% do estado, tornando-o um dos desastres mais caros da história da Virgínia.	Uma tempestade tropical causou danos significativos à propriedade ou perda de vidas.	entailment
718	Tornou-se cada vez mais claro que o Irã está progredindo rapidamente no sentido de obter uma capacidade de armas nucleares, já que as autoridades americanas confirmaram a presença de vários sites nucleares que Teerã não divulgou.	As armas químicas iranianas ameaçam os Estados Unidos.	not_entailment
719	O Kuwait se torna o quarto país do Golfo, onde mulheres e homens podem votar nas eleições. A Arábia Saudita realiza eleições estritamente limitadas, apenas para homens.	As mulheres podem votar nas eleições na Arábia Saudita.	not_entailment
