index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
2024	main-forum	deft-forum	2014	24	none	none	Eles não produzem nada que eu possa comer, vestir, viver.	Pense em todas as coisas que você não pode "comer, vestir ou viver".	2.2
2025	main-forum	deft-forum	2014	25	none	none	DICKSHOT Matt Holliday possui.	Matt Holliday é dono, todos vocês.	3.8
2026	main-forum	deft-forum	2014	26	none	none	As pessoas exploraram as leis.	As pessoas dobraram as leis.	2.8
2027	main-forum	deft-forum	2014	27	none	none	Engraçado, pensei o mesmo em matemática.	E aqui eu pensei que me conhecia um pouco de matemática.	2.2
2028	main-forum	deft-forum	2014	28	none	none	Tenho anos de direitos "Neener Neener", também uso alface.	Tenho anos de direitos "Neener Neener" Oi Wiggies!	2.6
2029	main-forum	deft-forum	2014	29	none	none	Não prefixo nem sufixo tudo com "você odeia judeus".	Você deve parar de prefixar ou sufocar tudo com você odeia judeus.	3.0
2030	main-forum	deft-forum	2014	30	none	none	Eu perguntei a ela se ela gosta de uma árvore.	Pelo menos eu perguntei se um trio estava fora de questão.	4.8
2031	main-forum	deft-forum	2014	31	none	none	Ainda não faz sentido.	É você quem não faz sentido.	1.4
2032	main-forum	deft-forum	2014	32	none	none	Casas mais caras.	Carros mais caros.	1.2
2033	main-forum	deft-forum	2014	33	none	none	Martin disse: "Por que você está me seguindo?"	Zimmerman respondeu: "O que você está fazendo aqui?"	0.8
2034	main-forum	deft-forum	2014	34	none	none	TODAS AS ESTIMATIVAS DE INTENSIDADE SATÉLITE DA TAFB E SAB SÃO APENAS T. /	A INTENSIDADE SUBJETIVA DE DVORAK ESTIMADA DA TAFB E SAB AUMENTADA PARA A KT.	2.0
2035	main-forum	deft-forum	2014	35	none	none	"Fadas não existem" - tudo bem.	"Sátiros não existem" - tudo bem.	1.2
2036	main-forum	deft-forum	2014	36	none	none	Você quer saber o que eu acho curioso?	Acho isso curioso.	2.8
2037	main-forum	deft-forum	2014	37	none	none	Quando comparei a homossexualidade com um distúrbio do desenvolvimento?	Eu comparei a homofobia com um distúrbio do desenvolvimento.	2.6
2038	main-forum	deft-forum	2014	38	none	none	Se você perguntou, conservadores, os números serão inclinados para a direita.	Se você perguntasse, progressivas, os números seriam inclinados para a esquerda.	2.6
2039	main-forum	deft-forum	2014	39	none	none	Você não mencionou o PFA antes desse post.	Também não mencionei a ordem de restrição.	0.8
2040	main-forum	deft-forum	2014	40	none	none	Ramblin 'Rose por Nat King Cole Todos somos embarcações cheias de muitas maravilhas.	Olho do tigre Somos todos vasos cheios de muitas maravilhas.	2.4
2041	main-forum	deft-forum	2014	41	none	none	do ano anterior.	warmed.C do ano anterior.	3.0
2042	main-forum	deft-forum	2014	42	none	none	Ainda amo esse show.	Santo cocô cocô, esse show.	1.0
2043	main-forum	deft-forum	2014	43	none	none	suas vastas propriedades são protegidas pelo governo.	sua grande riqueza é protegida pelo governo.	3.2
2044	main-forum	deft-forum	2014	44	none	none	Diferença fundamental, por favor?	Diferença fundamental?	4.6
2045	main-forum	deft-forum	2014	45	none	none	Como exatamente a Alemanha está sendo 'punida' pela estupidez da WW?	Como exatamente eles estão sendo punidos?	1.4
2046	main-forum	deft-forum	2014	46	none	none	Z o perseguiu e depois atirou nele.	Você reivindicou Zimmerman "Perseguiu-o e atirou nele".	3.0
2047	main-forum	deft-forum	2014	47	none	none	Não estou indignado, estou decepcionado.	Deus abençoe, não estou indignado, estou decepcionado.	5.0
2048	main-forum	deft-forum	2014	48	none	none	Nós nunca saímos disso em primeiro lugar!	De onde vem o dinheiro em primeiro lugar?	0.8
2049	main-forum	deft-forum	2014	49	none	none	A liberdade de expressão tem consequências!	Se a liberdade de expressão tem consequências, então não é livre.	2.1111111111111103
2050	main-forum	deft-forum	2014	50	none	none	Meus pais me disseram que isso é ruim para você.	Meus professores me disseram que isso é ruim para você.	2.8
2051	main-forum	deft-forum	2014	51	none	none	se você pudesse matar uma pessoa para salvar quatro, mataria?	Quanto a matar alguém para salvar, não faço ideia.	2.0
2052	main-forum	deft-forum	2014	52	none	none	Não é moral imponente.	Está impondo uma lei.	1.1
2053	main-forum	deft-forum	2014	53	none	none	Depende de como você define extremo.	Depende de como você define "extremo".	5.0
2054	main-forum	deft-forum	2014	54	none	none	Pelo menos o México estava presente na Califórnia.	O México tem ZERO reivindicação na Califórnia.	1.2
2055	main-forum	deft-forum	2014	55	none	none	Então SIM, lemos a Bíblia para aprender sobre o cristianismo.	pessoalmente, eu leria a Bíblia para aprender sobre o cristianismo.	3.0
2056	main-forum	deft-forum	2014	56	none	none	Ah ha, ha, ha, ha, ha!	Ha, ha, ha, ha, ha, ha!	4.5
2057	main-forum	deft-forum	2014	57	none	none	E é por isso que você está gritando comigo e se recusando a responder minhas perguntas?	Ainda se recusando a responder minhas perguntas?	3.4
2058	main-forum	deft-forum	2014	58	none	none	Você tem muita regulamentação, não muito pouco.	Você tem muita intervenção nos mercados livres, não muito pouco.	3.8
2059	main-forum	deft-forum	2014	59	none	none	O elemento humano Você poderia assinar Lance Berkman no final do ano, eu acho?	Você poderia assinar Lance Berkman no final do ano, eu acho?	4.0
2060	main-forum	deft-forum	2014	60	none	none	Por que o Livro de Tomás foi deixado de fora do cânon?	Por que a adição de mais palavras de Jesus seria deixada de fora do cânon?	2.6
2061	main-forum	deft-forum	2014	61	none	none	Quer dizer, você acredita na palavra da mídia mainstream?	Quer dizer, você acredita na palavra do SpringHallConvert?	1.8
2062	main-forum	deft-forum	2014	62	none	none	Nós devemos explorar.	Nós devemos nos mover.	2.4
2063	main-forum	deft-forum	2014	63	none	none	Israel não dá a mínima, aceite.	Que Israel não dá a mínima para o que os outros pensam.	3.4
2064	main-forum	deft-forum	2014	64	none	none	Todos somos embarcações cheias de muitas maravilhas.	Quero Rock and Roll por Kiss Somos todos embarcações cheias de muitas maravilhas.	3.4
2065	main-forum	deft-forum	2014	65	none	none	Slutstamp! Um amigo querido de Ohio me enviou isso.	Um amigo querido de Ohio me enviou isso.	3.6
2066	main-forum	deft-forum	2014	66	none	none	E, no entanto, a história do Titanic é a que sustenta o escrutínio das evidências.	O novo estudo mostra que a história do Titanic não resiste ao escrutínio imo.	1.6
2067	main-forum	deft-forum	2014	67	none	none	Ele pode realmente ganhar dinheiro com o senso de anúncios do Google.	Quem ganha dinheiro com anúncios no Google?	3.2
2068	main-forum	deft-forum	2014	68	none	none	Eles sabem que o vídeo não mostra uma câmara de gás.	A conclusão é que o videoclipe não mostra uma câmara de gás.	4.6
2069	main-forum	deft-forum	2014	69	none	none	Quente, talvez recorde.	Mais quente, quase certamente um recorde.	4.4
2070	main-forum	deft-forum	2014	70	none	none	"Brilhante, mas disperso" torna-se "tratar com drogas".	"Opinião e teimoso" se torna tratamento com drogas ".	2.2
2071	main-forum	deft-forum	2014	71	none	none	Qual é a sua definição de "vida"?	Qual é a sua definição de natureza?	1.2
2072	main-forum	deft-forum	2014	72	none	none	Poderia ser um monte de coisas.	Pode ser um erro simples.	2.2
2073	main-forum	deft-forum	2014	73	none	none	Sem extorsão, sem suborno, sem dinheiro envolvido Ele está pedindo dinheiro pelo seu voto.	Sem extorsão, sem suborno, sem dinheiro envolvido Somente crimes de classe E.	3.8
2074	main-forum	deft-forum	2014	74	none	none	Versão revisada do Dr. Neander.	Versão revisada de Neandro "?	4.0
2075	main-forum	deft-forum	2014	75	none	none	Devo apenas dizer a ela como me sinto?	Devo apenas esperar e ver como vai?	2.2
2076	main-forum	deft-forum	2014	76	none	none	I. REQUISITOS ATLÂNTICOS.	REQUISITOS PACÍFICOS.	0.8
2077	main-forum	deft-forum	2014	77	none	none	você não tem restos de mísseis no pentágono.	você não tem testemunhas de um míssil no pentágono.	2.6
2078	main-forum	deft-forum	2014	78	none	none	"Jane" quer que eu peça ao convidado da festa que pague por isso.	Não acredito que ela está pedindo a você que peça dinheiro ao convidado da festa!	2.2
2079	main-forum	deft-forum	2014	79	none	none	qualquer mulher que queira controle de natalidade pode obtê-lo.	Qualquer mulher que queira e aborto pode ter um.	1.6
2080	main-forum	deft-forum	2014	80	none	none	É legal crescer?	Sim, é legal crescer.	2.6
2081	main-forum	deft-forum	2014	81	none	none	pressionar um não "faz" inglês.	Pressionar um envia um tom.	1.8
2082	main-forum	deft-forum	2014	82	none	none	Qual a minha opinião sobre a série?	Qual foi a minha opinião sobre Firefly nesse ínterim?	2.8
2083	main-forum	deft-forum	2014	83	none	none	Todos somos embarcações cheias de muitas maravilhas.	Chuck Close Somos todos embarcações cheias de muitas maravilhas.	3.6
2084	main-forum	deft-forum	2014	84	none	none	Ele tem apoiadores?	Ele definitivamente tem apoiadores.	2.0
2085	main-forum	deft-forum	2014	85	none	none	mas tudo bem, soberania final?	Assim, soberania suprema.	2.2
2086	main-forum	deft-forum	2014	86	none	none	isso não é resposta.	não, não é uma resposta.	4.8
2087	main-forum	deft-forum	2014	87	none	none	Os nazistas aumentam a longevidade de uma licença de arma de mão para anos.	Os nazistas baixaram a idade mínima para comprar uma arma de fogo de para.	2.2
2088	main-forum	deft-forum	2014	88	none	none	Mas não podemos fazer isso sem ajuda.	Não podemos fazer isso sem você. "	3.6
2089	main-forum	deft-forum	2014	89	none	none	Nenhuma pessoa saudável precisa de jogos de azar.	Nenhuma pessoa saudável precisa de sexo.	1.4
2090	main-forum	deft-forum	2014	90	none	none	Eu disse que não era uma pessoa, no sentido legal.	Se não é uma pessoa, então WTF é?	2.0
2091	main-forum	deft-forum	2014	91	none	none	Você vê Obama pedindo uma reforma regulatória?	Você vê Obama pedindo corte, limite e equilíbrio?	1.8
2092	main-forum	deft-forum	2014	92	none	none	"Duendes não existem" - tudo bem.	"Elfos não existem" - tudo bem.	3.0
2093	main-forum	deft-forum	2014	93	none	none	Tenho um pouco de Heine e Coors Light, eu comecei na noite passada.	Eu comecei na noite passada.	2.0
2094	main-forum	deft-forum	2014	94	none	none	O Irã também é assinado pelo TNP e pela AIEA.	É preciso amar o fato de EK que "o Irã também é assinado pelo TNP e pela AIEA.	4.2
2095	main-forum	deft-forum	2014	95	none	none	"Górgonas não existem" - tudo bem.	"Sátiros não existem" - tudo bem.	2.0
2096	main-forum	deft-forum	2014	96	none	none	A melhor maneira de ganhar dinheiro é se livrar do lobby, tudo isso.	A melhor maneira de virar a cabeça é gastar dinheiro.	3.0
2097	main-forum	deft-forum	2014	97	none	none	Eu tenho anos de direitos "Neener Neener". Geralmente, recebo cuidados razoáveis.	Eu tenho anos de direitos "Neener Neener", eles são loucos.	3.4
2098	main-forum	deft-forum	2014	98	none	none	Dutchy Alguém ouviu falar de Dutchy?	@NickFun, Alguém já ouviu falar de Dutchy?	3.6
2099	main-forum	deft-forum	2014	99	none	none	Forma expandida de valor de commodities,.	Forma elementar de valor de capital de commodities.	3.6
2100	main-forum	deft-forum	2014	100	none	none	Você é Cristão.	Portanto, você não é cristão.	1.4
2101	main-forum	deft-forum	2014	101	none	none	E o simples fato hoje?	Repito: E o simples fato de hoje?	4.0
2102	main-forum	deft-forum	2014	102	none	none	A moral não tem absolutamente nada a ver com isso!	e moral e honestidade têm tudo a ver com isso.	2.0
2103	main-forum	deft-forum	2014	103	none	none	"Oh, você é uma pessoa tão boa!	Você é uma pessoa tão ruim! "	1.8
2104	main-forum	deft-forum	2014	104	none	none	Fern Acho que histórias como essa são estúpidas.	- lobo, acho que histórias como essa são estúpidas.	3.6
2105	main-forum	deft-forum	2014	105	none	none	A FORMAÇÃO DE CICLONE NÃO É ESPERADA DURANTE AS PRÓXIMAS HORAS.	A FORMAÇÃO TÍPICA DE CICLONES NÃO É ESPERADA.	3.4
2106	main-forum	deft-forum	2014	106	none	none	Você não entende o que significa essa sequência de palavras?	Você não entende o que a palavra 'led' implica?	1.2
2107	main-forum	deft-forum	2014	107	none	none	Não há liberdade religiosa.	Não há liberdade de expressão.	1.2
2108	main-forum	deft-forum	2014	108	none	none	Postado originalmente por SolInvictus A mensagem de todas as escrituras é a unicidade.	Postado originalmente por SolInvictus Ah.	2.4
2109	main-forum	deft-forum	2014	109	none	none	Quanto tempo após a obliteração a criança deve retornar à escola?	Quanto tempo após a obliteração não deve mais incomodar a criança?	3.0
2110	main-forum	deft-forum	2014	110	none	none	Um homem e uma mulher são diferentes, sim.	Homens e mulheres são diferentes, sim?	3.4
2111	main-forum	deft-forum	2014	111	none	none	Double Jeopardy realmente impõe uma anulação do júri.	Quanto à legalidade, posso usar a anulação do júri.	2.2
2112	main-forum	deft-forum	2014	112	none	none	Facilitador: Mostre-me a criança inteligente.	Facilitador: E por que ela é a criança burra?	1.0
2113	main-forum	deft-forum	2014	113	none	none	ficção religiosa Isso não é redundante e repetitivo?	Isso não é redundante e repetitivo?	3.2
2114	main-forum	deft-forum	2014	114	none	none	Postado originalmente por anabelle O que há de errado nisso?	Postado originalmente por Vienna To 'say' what?	0.0
2115	main-forum	deft-forum	2014	115	none	none	Cracklin 'Rosie de Neil Diamond Todos somos embarcações cheias de muitas maravilhas.	Jingle Bell Rock de Bobby Helm Todos nós somos embarcações cheias de muitas maravilhas.	1.6
2116	main-forum	deft-forum	2014	116	none	none	Algumas pessoas têm total confiança nas pessoas que administram essas instituições.	Outras pessoas não têm nenhuma confiança nas pessoas que administram essas instituições.	1.6
2117	main-forum	deft-forum	2014	117	none	none	mudanças soltas começaram como uma obra de ficção.	Terminou como uma obra de ficção.	2.2
2118	main-forum	deft-forum	2014	118	none	none	Se não fosse uma vida, não seria capaz de nascer.	Se não estivesse vivo, abortaria sozinho.	3.0
2119	main-forum	deft-forum	2014	119	none	none	GL, Terral Isso é absolutamente incrível.	Oi Ollie: Isso é absolutamente incrível.	2.4
2120	main-forum	deft-forum	2014	120	none	none	vamos supor que temos% branco e% preto.	Imagine um lugar% branco e% preto.	3.77777777777778
2121	main-forum	deft-forum	2014	121	none	none	A liberdade de expressão tem consequências!	Se a liberdade de expressão tem consequências, então não é livre.	2.1111111111111103
2122	main-forum	deft-forum	2014	122	none	none	"Fadas não existem" - tudo bem.	"Duendes não existem" - tudo bem.	1.0
2123	main-forum	deft-forum	2014	123	none	none	Se sim, declare que é por isso que eles não são verdadeiros.	Por favor, e quanto a eles, não é verdade.	3.2
2124	main-forum	deft-forum	2014	124	none	none	-Não- falando sobre isso 'e' -não- fazendo nada.	é ainda pior do que falar sobre isso e não fazer nada.	2.8
2125	main-forum	deft-forum	2014	125	none	none	"Estar contra armas nucleares" não significa "não querer usar armas nucleares".	"Ser contra o uso de armas nucleares" significa "não querer usar armas nucleares".	1.4
2126	main-forum	deft-forum	2014	126	none	none	Minha sobrinha é casada com um homem negro.	Minha sobrinha está meio negra.	1.4
2127	main-forum	deft-forum	2014	127	none	none	A população do Reino Unido é pouco mais de um milhão.	A população japonesa é de quase milhões.	1.0
2128	main-forum	deft-forum	2014	128	none	none	Eu atirei no xerife Todos nós somos embarcações cheias de muitas maravilhas.	Todos somos embarcações cheias de muitas maravilhas.	3.4
2129	main-forum	deft-forum	2014	129	none	none	Espero que isso não seja nada.	Espero que tudo esteja ok!	2.0
2130	main-forum	deft-forum	2014	130	none	none	O dinheiro que gastei adotando o Velociraptor.	Esses podem ser meus melhores. O dinheiro que gastei adotando o Velociraptor.	4.2
2131	main-forum	deft-forum	2014	131	none	none	Então, você realmente acredita em cada palavra do que Terral escreveu?	GL, Terral Oi Corn: Então, você realmente acredita em cada palavra do que Terral escreveu?	4.2
2132	main-forum	deft-forum	2014	132	none	none	O que não é como foi vendido?	Não é como foi vendido, gb.	1.6
2133	main-forum	deft-forum	2014	133	none	none	Eu sei que odiaria ser ele.	Eu odiaria ser ele também.	4.4
2134	main-forum	deft-forum	2014	134	none	none	não havia armas.	Claro que não havia armas.	4.6
2135	main-forum	deft-forum	2014	135	none	none	É tão estúpido que só precisa ser verdade.	É divertido pensar que isso pode até ser verdade.	3.0
2136	main-forum	deft-forum	2014	136	none	none	Responsabilidade pessoal muito?	Mais uma vez, responsabilidade pessoal.	4.4
2137	main-forum	deft-forum	2014	137	none	none	Você percebe as coisas sem sentido que está dizendo?	E para ser justo, você percebe as coisas sem sentido que está dizendo?	4.57142857142857
2138	main-forum	deft-forum	2014	138	none	none	Acho que tirei da parte traseira do censo com uma cartola.	O censo tem uma extremidade traseira em uma cartola?	2.6
2139	main-forum	deft-forum	2014	139	none	none	Como isso é inclinado contra Bush?	Onde está a inclinação contra Bush?	4.4
2140	main-forum	deft-forum	2014	140	none	none	Se não fosse besteira, não seria homeopatia.	Essa é uma lógica simples. Se não fosse besteira, não seria homeopatia.	4.8
2141	main-forum	deft-forum	2014	141	none	none	Nunca o acusei de miligramas demais, nada.	Eu nunca o acusei de usar uma bola de beisebol.	0.4
2142	main-forum	deft-forum	2014	142	none	none	O resgate foi maior do que as notícias do TARP Bloomberg.	O resgate foi maior que o TARP Este título é enganoso.	3.8
2143	main-forum	deft-forum	2014	143	none	none	Meus pais me disseram que isso é ruim para você.	oficiais me disseram que isso é ruim para você.	2.0
2144	main-forum	deft-forum	2014	144	none	none	Sua posição é que é risco do indivíduo assumir.	Sua posição é a que é atualmente.	1.0
2145	main-forum	deft-forum	2014	145	none	none	I. REQUISITOS ATLÂNTICOS.	REQUISITOS PACÍFICOS.	0.8
2146	main-forum	deft-forum	2014	146	none	none	Leia mais: Você nunca conheceu alguém que é pró-aborto?	Você nunca conheceu alguém que é pró-aborto?	4.8
2147	main-forum	deft-forum	2014	147	none	none	Eu não tenho nenhum problema com aqueles que têm dinheiro!	Eu tenho muitos problemas com esses homens, muito a dizer aqui!	0.2
2148	main-forum	deft-forum	2014	148	none	none	Nixon, Ford e Carter fecharam os campos de petróleo?	Nenhum fechou os campos de petróleo.	2.0
2149	main-forum	deft-forum	2014	149	none	none	eu não quero um presidente que 'se importe'.	Eu não quero um presidente que seja charasmatic.	1.0
2150	main-forum	deft-forum	2014	150	none	none	Não precisa ser braindead.	Eu não tenho um modelo proposto.	0.0
2151	main-forum	deft-forum	2014	151	none	none	nenhuma evidência de míssil.	sem testemunhas de mísseis.	3.2
2152	main-forum	deft-forum	2014	152	none	none	Meus professores me disseram que isso é ruim para você.	oficiais me disseram que isso é ruim para você.	2.2
2153	main-forum	deft-forum	2014	153	none	none	Meu Deus, eu sou o único com o relógio da gravidez.	Eu tenho o código de gravidez.	4.2
2154	main-forum	deft-forum	2014	154	none	none	Então ele não é onipotente.	Então ele é malévolo.	1.4
2155	main-forum	deft-forum	2014	155	none	none	chapéu de folha de flandres para a cara do cachorro, que tamanho você usa?	chapéu de folha de estanho para o sarg, que tamanho você usa?	3.0
2156	main-forum	deft-forum	2014	156	none	none	Como este ano de idade que foi morto a tiros em um crime relacionado à maconha.	Ou o menino de um ano morto a tiros com armas automáticas por traficantes de maconha.	4.2
2157	main-forum	deft-forum	2014	157	none	none	Se você pular para acertar, receberá uma penalidade.	Se seu taco acertar um cara na cara, você receberá uma penalidade.	2.6
2158	main-forum	deft-forum	2014	158	none	none	TODA a energia elétrica vem da bateria.	TODA a energia elétrica vem do alternador.	2.4
2159	main-forum	deft-forum	2014	159	none	none	Você sabe quantos passageiros testemunharam ou o que disseram?	Quantos passageiros disseram ter visto um iceberg?	2.4
2160	main-forum	deft-forum	2014	160	none	none	Imagine um lugar com% homens e% mulheres.	Imagine um lugar% branco e% preto.	1.6
2161	main-forum	deft-forum	2014	161	none	none	O cenário A pressupõe que a taxa de crescimento do CO acelere%. / Ano.	Ele pressupõe que a taxa de crescimento do metano acelere em% / ano.	1.75
2162	main-forum	deft-forum	2014	162	none	none	Na verdade, eles mostraram uma tendência de arrefecimento devido ao recente declínio.	obter uma tendência de arrefecimento devido ao recente declínio.	4.6
2163	main-forum	deft-forum	2014	163	none	none	Todos somos embarcações cheias de muitas maravilhas.	Landon Memory from CATS Todos somos embarcações cheias de muitas maravilhas.	3.0
2164	main-forum	deft-forum	2014	164	none	none	repetir: eles não são tão soberanos como eram antes.	Eles não são tão soberanos como eram antes.	4.5
2165	main-forum	deft-forum	2014	165	none	none	Fora de contato e completamente indigno de confiança, no entanto, não o faria.	Fora de contato e não confiável?	4.25
2166	main-forum	deft-forum	2014	166	none	none	É principalmente apenas os holandeses.	Na verdade, são apenas os holandeses.	3.6
2167	main-forum	deft-forum	2014	167	none	none	Estamos falando de anjos e alfinetes comuns novamente, certo?	@Lustig Andrei, estamos falando de anjos e alfinetes comuns novamente, certo?	4.8
2168	main-forum	deft-forum	2014	168	none	none	reivindicações sobre o personagem de trayvon E quando eu fiz isso?	blogs inclinados E quando eu fiz isso?	2.6
2169	main-forum	deft-forum	2014	169	none	none	% Quanto dinheiro o PP recebe para os serviços de aborto?	Quanto é gasto em serviços de aborto?	2.6
2170	main-forum	deft-forum	2014	170	none	none	Por que essa transação ocorreu.	A transação ocorreu?	2.4
2171	main-forum	deft-forum	2014	171	none	none	Não há mais pós-fertilização dos óvulos.	Não há mais células espermáticas.	2.4
2172	main-forum	deft-forum	2014	172	none	none	Lacey - bem-vindo de volta!	De qualquer forma, bem vindo de volta.	4.0
2173	main-forum	deft-forum	2014	173	none	none	Mais verificação de fatos: não sei por que alguém está fazendo barulho por causa da aposta de US $.	Não sei por que alguém está fazendo barulho por causa da aposta de US $.	4.4
2174	main-forum	deft-forum	2014	174	none	none	Se você não fez nenhuma reclamação, basta dizer.	Eu não fiz nenhuma reclamação.	2.4
2175	main-forum	deft-forum	2014	175	none	none	Nenhum Thatcherita pode se chamar libertário.	Por isso, me ofende quando os thatcheritas se chamam libertários.	2.4
2176	main-forum	deft-forum	2014	176	none	none	o problema não é quem tem dinheiro.	o problema é quem não tem dinheiro.	2.46666666666667
2177	main-forum	deft-forum	2014	177	none	none	Mas você realmente acredita que havia um iceberg nessas águas?	Não acredito que houvesse iceberg perto do Titanic.	2.8
2178	main-forum	deft-forum	2014	178	none	none	astros ou orioles ruins Gameday para o jogo de orioles está congelado para mim.	O dia do jogo orioles está congelado para mim.	3.0
2179	main-forum	deft-forum	2014	179	none	none	Nesse caso, muitos policiais devem tomar medicamentos prescritos.	Nesse caso, muitos inventores, escritores devem tomar medicamentos prescritos.	2.4
2180	main-forum	deft-forum	2014	180	none	none	Diga-nos quais foram as acusações.	Sim, quais são as acusações dele.	4.0
2181	main-forum	deft-forum	2014	181	none	none	Esses são psicopatas parciais.	Ted Bundy era um psicopata parcial?	1.8
2182	main-forum	deft-forum	2014	182	none	none	aqueles que ignoram a história estão condenados a repeti-la.	ooo golpeie DOIS aqueles que ignoram a história estão condenados a repeti-la.	4.2
2183	main-forum	deft-forum	2014	183	none	none	isso NÃO é uma implantação de guerra.	não é uma implantação oficial.	2.4
2184	main-forum	deft-forum	2014	184	none	none	Nutrax O plural de anedota não é de dados Os cavalheiros precisam de acompanhantes?	Nutrax O plural de anedota não é um dado	3.6
2185	main-forum	deft-forum	2014	185	none	none	Tudo bem, acabei de entrar.	não bem Tudo bem, acabei de entrar.	4.0
2186	main-forum	deft-forum	2014	186	none	none	eu e eu lemos os livros e pensamos que o filme se movia tão rapidamente.	Não li os livros, mas vi o filme hoje.	3.0
2187	main-forum	deft-forum	2014	187	none	none	Essa não é a cena Moloch, no entanto.	Esta é a cena Moloch.	2.4
2188	main-forum	deft-forum	2014	188	none	none	@Lustig Andrei, então Lyndon Johnson e John Kennedy eram compatíveis?	@edgarblythe, então Lyndon Johnson e John Kennedy eram compatíveis?	4.4
2189	main-forum	deft-forum	2014	189	none	none	Você precisa se decidir.	Você precisa aprimorar suas habilidades lógicas.	0.6
2190	main-forum	deft-forum	2014	190	none	none	Aquele que volta para casa depois e dorme.	Aquele que tem três caminhadas em casa e bate na esposa.	1.4
2191	main-forum	deft-forum	2014	191	none	none	- Admin DrPizza e eu tinha esquecido que cama molhada e chorona você é.	e eu tinha esquecido o quão molhada e molhada de cama você é.	3.8
2192	main-forum	deft-forum	2014	192	none	none	O argumento era "Albert Einstein não foi para a faculdade".	OMG, "Einstein não foi para a faculdade".	4.2
2193	main-forum	deft-forum	2014	193	none	none	Ganhos de capital, taxa máxima: percentual.	Imposto de renda, taxa máxima: percentual.	2.4
2194	main-forum	deft-forum	2014	194	none	none	Bienging é inaceitável.	Ficar bêbado é inaceitável.	1.0
2195	main-forum	deft-forum	2014	195	none	none	Ele não é engraçado há anos.	Ele não é engraçado desde que Larry Bud Melman esteve no programa.	3.4
2196	main-forum	deft-forum	2014	196	none	none	Se o universo tem uma explicação de sua existência, essa explicação é Deus.	Portanto, o universo tem uma explicação para sua existência.	2.4
2197	main-forum	deft-forum	2014	197	none	none	O que recebemos em troca de lutar por eles?	------ ----------- O que ganhamos em troca de lutar por eles?	5.0
2198	main-forum	deft-forum	2014	198	none	none	Não impediria os casamentos de piadas.	E eu não luto pelo casamento.	1.2
2199	main-forum	deft-forum	2014	199	none	none	Se eles fossem judeus, eu os chamaria de judeus.	Se eles fossem católicos, eu os chamaria de católicos.	2.2
2200	main-forum	deft-forum	2014	200	none	none	Ela era uma grande dama.	Ela era uma boa moça.	4.0
2201	main-forum	deft-forum	2014	201	none	none	Ele não é rico porque é bem sucedido.	Por que odiar as pessoas porque elas são bem-sucedidas?	0.8
2202	main-forum	deft-forum	2014	202	none	none	Não é tão irritado quanto você.	Você parece tão irritado quanto Henry.	1.75
2203	main-forum	deft-forum	2014	203	none	none	É uma coisa de bom senso / raciocínio dedutivo.	Hilited seu senso comum / raciocínio dedutivo.	2.5
2204	main-forum	deft-forum	2014	204	none	none	Você já fez isso - nós temos um muçulmano no cargo agora.	-CryptoLutheran Não. Temos um cristão no cargo agora.	0.8
2205	main-forum	deft-forum	2014	205	none	none	Eu disse que ela nunca teve que fazer parte de nenhuma força de trabalho.	Ann Romney nunca teve que sair e fazer parte da força de trabalho.	3.4
2206	main-forum	deft-forum	2014	206	none	none	A DreamTech nunca foi ejaculada até onde eu sei.	Nunca foi ejaculado até onde eu sei.	3.0
2207	main-forum	deft-forum	2014	207	none	none	Eu não disse que ficamos macios desde / Rand.	Eu disse que você ficou macio.	1.2
2208	main-forum	deft-forum	2014	208	none	none	Todos nós acreditamos que estamos obtendo o que esperamos.	Na maioria das vezes,% do tempo, estamos obtendo o que esperamos.	3.8
2209	main-forum	deft-forum	2014	209	none	none	Ben desprezível, pare de tentar encontrar desculpas para o homem.	Ben, pare de tentar encontrar desculpas para o homem.	4.4
2210	main-forum	deft-forum	2014	210	none	none	A menos que seja diferente em diferentes países?	Então, de forma curta, sim, provavelmente é diferente em diferentes países.	3.6
2211	main-forum	deft-forum	2014	211	none	none	O novo estudo não suporta sua reivindicação.	A evidência física não suporta sua reivindicação.	2.2
2212	main-forum	deft-forum	2014	212	none	none	Ele disse em TODOS os níveis.	Mas ele disse TODOS os níveis.	4.6
2213	main-forum	deft-forum	2014	213	none	none	a moral não existe; portanto, tecnicamente, nada pode estar moralmente errado.	Pergunto novamente se Deus não existe. Alguma coisa pode estar moralmente errada?	2.2
2214	main-forum	deft-forum	2014	214	none	none	Eu pensei que era principalmente apenas os holandeses.	É principalmente apenas os holandeses.	4.0
2215	main-forum	deft-forum	2014	215	none	none	Toyland, por Johnny Mathis Todos nós somos embarcações cheias de muitas maravilhas.	Olho do tigre Somos todos vasos cheios de muitas maravilhas.	3.2
2216	main-forum	deft-forum	2014	216	none	none	Vamos deixar isso acontecer no tribunal.	Nada impede que isso aconteça no tribunal.	3.8
2217	main-forum	deft-forum	2014	217	none	none	Estar em uma gangue não é crime.	Cometer um crime em uma gangue é um crime.	1.8
2218	main-forum	deft-forum	2014	218	none	none	Eu ofereceria um acordo ao Irã.	Chuck, eu daria um acordo ao Irã.	4.2
2219	main-forum	deft-forum	2014	219	none	none	Sim, ambos são diferentes.	As opiniões são diferentes.	1.2
2220	main-forum	deft-forum	2014	220	none	none	Não é moral imponente.	Está impondo uma lei.	1.1
