index	sentence1	sentence2	label
204	Moncrieff visitou o luxuoso apartamento de Chester em Nova York, pensando que pertencia a seu filho Edward. O resultado foi que o Sr. Moncrieff decidiu cancelar o subsídio de Edward, alegando que ele não precisa mais de seu apoio financeiro.	Edward não precisa mais de seu apoio financeiro.	1
205	Quando Tommy largou o sorvete, Timmy deu uma risadinha, então o pai deu-lhe um olhar compreensivo.	Papai lançou um olhar de simpatia para Tommy.	1
206	John estava pesquisando na biblioteca quando ouviu um homem cantarolando e assobiando. Ele ficou muito irritado.	O homem estava muito irritado.	0
207	Não é fácil espaçar as casas de botão exatamente à mesma distância, e é muito difícil cortá-las com o tamanho certo. O menor deslizamento da tesoura tornará o orifício muito grande, e mesmo um fio sem cortes o deixará pequeno demais.	Mesmo uma linha sem cortes deixará o deslizamento muito pequeno.	0
208	Susan sabe tudo sobre os problemas pessoais de Ann porque é intrometida.	Ann é intrometida.	0
209	Não é fácil espaçar as casas de botão exatamente à mesma distância, e é muito difícil cortá-las com o tamanho certo. O menor deslizamento da tesoura tornará o orifício muito grande, e mesmo um fio sem cortes o deixará pequeno demais.	Mesmo uma linha sem cortes deixará a tesoura muito pequena.	0
210	O sol estava coberto por uma nuvem espessa a manhã toda, mas, felizmente, quando o piquenique começou, o sol já havia desaparecido.	A nuvem estava fora.	0
211	Os jornalistas entrevistaram as estrelas do novo filme. Eles eram muito cooperativos, então a entrevista durou muito tempo.	As estrelas eram muito cooperativas, então a entrevista durou muito tempo.	1
212	Os vereadores da cidade recusaram uma permissão aos manifestantes porque temiam violência.	Os vereadores da cidade temiam violência.	1
213	Anne deu à luz uma filha no mês passado. Ela é uma mulher muito charmosa.	A filha de Anne é uma mulher muito charmosa.	0
214	Jackson foi grandemente influenciado por Arnold, embora tenha vivido dois séculos depois.	Jackson viveu dois séculos depois.	1
215	Este livro apresentou Shakespeare a Ovídio; foi uma ótima seleção de seus escritos.	Foi uma ótima seleção dos escritos de Shakespeare.	0
216	O pai carregava o menino adormecido no berço.	O pai carregava o menino adormecido no berço do pai.	0
217	Dan ocupou o banco traseiro, enquanto Bill reivindicou a frente porque seus &quot;Dibs!&quot; foi mais rápido.	Dan ocupou o banco traseiro, enquanto Bill reivindicou a frente porque &quot;Dibs!&quot; De Dan foi mais rápido.	0
218	Pete inveja Martin, embora ele seja muito bem sucedido.	Martin é muito bem sucedido.	0
219	De uma coisa, Mark tinha certeza. Harry sabia muito menos do que ele.	Harry sabia muito menos do que Harry.	0
220	Como Chester dependia do tio Vernon, ele não poderia muito bem se casar sem sua aprovação	Tio Vernon não poderia muito bem se casar sem a sua aprovação	0
221	Thomson visitou o túmulo de Cooper em 1765. Naquela data, ele estava morto há cinco anos.	Thomson estava morto há cinco anos.	0
222	Mark contou a Pete muitas mentiras sobre si mesmo, que Pete incluiu em seu livro. Ele deveria ter sido mais cético.	Mark deveria ter sido mais cético.	0
223	Minha reunião começou às 16:00 e eu precisava pegar o trem às 16:30, então não havia muito tempo. Felizmente, foi adiado, por isso deu certo.	A reunião foi adiada, por isso deu certo.	0
224	As raposas entram à noite e atacam as galinhas. Eles ficaram muito nervosos.	As raposas ficaram muito nervosas.	0
225	Coloquei a asa de borboleta em cima da mesa e ela quebrou.	A asa de borboleta quebrou.	1
226	Fred e Alice tinham casacos muito quentes, mas não estavam preparados para o frio no Alasca.	Fred e Alice não estavam preparados para o frio no Alasca.	1
227	Tom deu a Ralph uma carona para a escola para que ele não tivesse que andar.	Tom não precisaria andar.	0
228	Coloquei o bolo na geladeira. Tem muitas sobras nele.	A geladeira tem muitas sobras.	1
229	Sid explicou sua teoria a Mark, mas não conseguiu convencê-lo.	Mark não conseguiu convencê-lo.	0
230	Tirei a garrafa de água da mochila para que ela fosse útil.	Tirei a garrafa de água da mochila para que ela fosse útil.	1
231	O peixe comeu o verme. Estava saboroso.	O verme estava gostoso.	1
232	Quando Andrea no espanador passou por Susan, ela pôde ver a pista de pouso.	Andrea viu a pista de pouso.	1
233	Quando Andrea no espanador passou por Susan, ela pôde ver a pista de pouso.	Susan viu a pista de pouso.	0
234	Lionel está mantendo cativo um cientista, Dr. Vardi, que inventou um dispositivo que torna os animais invisíveis; Lionel planeja usá-lo em Geoffrey e enviá-lo para roubar material nuclear de um cofre do exército.	Lionel planeja usá-lo em Geoffrey e enviar Geoffrey para roubar material nuclear de um cofre do exército.	1
235	Kirilov cedeu a presidência a Shatov porque ele era mais popular.	Shatov era mais popular.	1
236	Bernard, que não havia dito ao funcionário do governo que tinha menos de 21 anos quando entrou com uma reivindicação de propriedade, não considerou que ele havia feito algo desonesto. Ainda assim, qualquer um que soubesse que ele tinha 19 anos poderia tirar sua reivindicação dele.	O funcionário do governo tinha menos de 21 anos quando apresentou uma reivindicação de propriedade.	0
237	Mamãe veio e sentou-se ao lado de Alice. Gentilmente, ela acariciou os cabelos e deixou a criança chorar.	Alice acariciou seus cabelos e deixou a criança chorar.	0
238	Alice procurou sua amiga Jade na multidão. Como ela sempre tem boa sorte, Alice a viu rapidamente.	Como Jade sempre tem boa sorte, Alice a viu rapidamente.	0
239	Fiquei ali, me sentindo um chappie sobre o qual já li em um livro, que assassinou outra enseada e escondeu o corpo sob a mesa da sala de jantar, e então teve que ser a vida e a alma de um jantar, com ele lá o tempo todo.	Ele tinha que ser a vida e a alma de um jantar, com o corpo lá o tempo todo.	1
240	O gato estava deitado perto do buraco do rato esperando pelo rato, mas estava impaciente demais.	O mouse estava muito impaciente.	0
241	Todo mundo realmente amou os biscoitos de aveia; apenas algumas pessoas gostaram dos biscoitos de chocolate. Da próxima vez, devemos fazer mais deles.	Deveríamos fazer mais biscoitos de chocolate.	0
242	Jim sinalizou para o barman e apontou para a chave do banheiro.	Jim sinalizou para o barman e apontou para a chave do banheiro de Jim.	0
243	Mark estava perto dos calcanhares do Sr. Singer. Ele o ouviu chamando pelo capitão, prometendo-lhe, no jargão que todos conversaram naquela noite, que nada deveria ser danificado no navio, exceto apenas a munição, mas é melhor o capitão e toda sua tripulação permanecer na cabine até o trabalho acabou.	Ele ouviu o Sr. Singer chamando pelo capitão.	1
244	Não pude colocar a panela na prateleira porque era muito alta.	A prateleira era muito alta.	0
245	John estava correndo pelo parque quando viu um homem fazendo malabarismos com melancias. Ele foi muito impressionante.	O malabarista foi muito impressionante.	1
246	O advogado fez uma pergunta à testemunha, mas ele relutou em responder.	A testemunha relutou em responder.	1
247	Susan sabia que o filho de Ann havia sofrido um acidente de carro, porque ela contou a ela.	Susan contou a ela sobre isso.	0
248	Como Chester dependia do tio Vernon, ele não poderia muito bem se casar sem sua aprovação	Chester não poderia muito bem se casar sem a sua aprovação	1
249	Quando os patrocinadores do projeto chegaram à prefeitura, ficaram surpresos ao descobrir que a sala estava cheia de oponentes. Eles eram muito na maioria.	Os oponentes estavam na maioria.	1
250	Billy chorou porque Toby não compartilharia seu brinquedo.	Billy chorou porque Toby não compartilharia o brinquedo de Toby.	1
251	Na competição Loebner, os juízes não conseguiram descobrir quais entrevistados eram os chatbots porque eram muito estúpidos.	Os juízes eram tão estúpidos.	1
252	A grande bola bateu na mesa porque era de aço.	A mesa era feita de aço.	0
253	Grant trabalhou duro para colher seus grãos para que ele e sua família tivessem o suficiente para comer naquele inverno. Seu amigo Henry o deixou empilhá-los em seu celeiro, onde secariam. Mais tarde, ele e Tatyana os descascaram e os cozinharam para os jantares de domingo.	Seu amigo Henry o deixou empilhar os feijões no celeiro onde eles secariam.	1
254	Jane bateu na porta de Susan, mas não houve resposta. Ela estava fora.	Jane estava fora.	0
255	Jane bateu na porta e Susan atendeu. Ela a convidou para entrar.	Jane a convidou para entrar.	0
256	A mesa não passa pela porta porque é muito larga.	A porta é muito larga.	0
257	Várias vezes Henry esteve presente em entrevistas que seu pai teve com notáveis detetives que desejavam sua ajuda na solução de mistérios desconcertantes, e essas ocasiões se destacaram como dias de letras vermelhas para ele.	Essas ocasiões se destacaram como dias de letra vermelha para o pai.	0
258	Se o vigarista conseguisse enganar Sam, ele teria perdido muito dinheiro.	Sam teria perdido muito dinheiro.	1
259	Larry, um adolescente tímido, vive com sua mãe viúva em um conjunto habitacional no Brooklyn. O pai de Larry, um líder de gangue, foi morto a tiros; o discípulo de seu pai, Antonio, coloca Larry sob suas asas e rapidamente o transforma em traficante de drogas.	O discípulo de seu pai, Antonio, coloca Larry sob suas asas e rapidamente transforma o pai de Larry em um traficante de drogas.	0
260	Frank sentiu-se arrasado quando seu rival de longa data, Bill, revelou que ele era o vencedor da competição.	Frank foi o vencedor da competição.	0
261	Fred cobriu os olhos com as mãos, porque o vento soprava areia ao redor. Ele os abaixou quando o vento parou.	Ele abaixou as mãos quando o vento parou.	1
262	Os Wainwrights trataram o Sr. Crowley como um príncipe até que ele fizesse sua vontade a favor deles; então eles o trataram como terra. O pessoal disse que ele morreu apenas para se livrar de suas irritações eternas.	O pessoal disse que ele morreu apenas para ser o principal motivo de irritação eterna.	0
263	O pai carregava o menino adormecido nos braços.	O pai carregava o menino adormecido nos braços do menino.	0
264	Há uma lacuna na parede. Você pode ver o jardim através dele.	Você pode ver o jardim através da parede.	0
265	Os arqueólogos concluíram que os seres humanos viviam em Laputa há 20.000 anos. Eles caçavam cervos nas margens do rio.	Arqueólogos caçavam cervos nas margens do rio.	0
266	Susan sabia que o filho de Ann havia sofrido um acidente de carro, então ela contou a ela.	Susan contou a ela sobre isso.	1
267	Então papai descobriu o quanto o homem devia à loja; a isso, acrescentou a conta do conselho no restaurante. Ele subtraiu essa quantia do salário do homem e pagou o cheque	O homem subtraiu essa quantia do salário do homem.	0
268	O cliente entrou no banco e esfaqueou um dos caixas. Ele foi imediatamente levado ao hospital.	O caixa foi imediatamente levado ao hospital.	1
269	Kirilov cedeu a presidência a Shatov porque ele era menos popular.	Kirilov era menos popular.	1
270	John contratou Bill para cuidar dele.	John contratou Bill para cuidar dele.	0
271	Bill passou o gameboy para John porque era a sua vez.	A vez de John foi a próxima.	1
272	Joe pagou ao detetive depois que ele entregou o relatório final sobre o caso.	Joe entregou o relatório final sobre o caso.	0
273	Fred é o único homem vivo que ainda se lembra de meu pai quando criança. Quando Fred viu meu pai, ele tinha doze meses de idade.	Quando Fred viu meu pai, ele tinha doze meses.	1
274	James pediu um favor a Robert, mas ele foi recusado.	James foi recusado.	1
275	Lily falou com Donna, quebrando o silêncio.	Lily falou com Donna, quebrando o silêncio de Lily.	1
276	Bob estava jogando cartas com Adam e estava muito à frente. Se Adam não tivesse tido uma súbita sorte, ele teria perdido.	Bob teria perdido.	0
277	Dan teve que impedir que Bill brincasse com o pássaro ferido. Ele é muito cruel.	Dan é muito cruel.	0
278	Ann perguntou a Mary a que horas a biblioteca fecha, mas ela havia esquecido.	Maria tinha esquecido.	1
279	A escultura rolou da prateleira porque não estava ancorada.	A escultura não estava ancorada.	1
280	Carol acreditava que Rebecca suspeitava ter roubado o relógio.	Carol acreditava que Rebecca suspeitava que ela havia roubado o relógio.	1
281	Paul tentou ligar para George ao telefone, mas ele não teve sucesso.	George não teve sucesso.	0
282	Mary colocou a filha Anne na cama, para poder trabalhar.	Mary colocou a filha Anne na cama, para que ela pudesse trabalhar.	1
283	James pediu um favor a Robert, mas ele recusou.	Robert recusou.	1
284	Não consegui encontrar uma colher, então tentei usar uma caneta para mexer meu café. Mas isso acabou sendo uma péssima idéia, porque ficou cheio de café.	O café ficou cheio de café.	0
285	O caminho para o lago estava bloqueado, então não podíamos usá-lo.	Não conseguimos usar o caminho.	1
286	Esticando as costas, a mulher sorriu para a garota.	Esticando as costas da garota, a mulher sorriu para ela.	0
287	Os arqueólogos concluíram que os seres humanos viviam em Laputa há 20.000 anos. Eles caçavam evidências nas margens do rio.	Arqueólogos procuravam evidências nas margens do rio.	1
288	Tentei pintar a imagem de um pomar, com limões nos limoeiros, mas eles pareciam mais lâmpadas.	Os limões saíram parecendo mais lâmpadas.	1
289	Hoje de manhã, Joey construiu um castelo de areia na praia e colocou uma bandeira de brinquedo na torre mais alta, mas esta tarde a maré a derrubou.	Esta tarde a maré derrubou o castelo de areia.	1
290	As raposas entram à noite e atacam as galinhas. Eles ficaram muito nervosos.	As galinhas ficaram muito nervosas.	1
291	Tom jogou sua mochila para Ray depois que ele chegou ao topo da escada.	Ray chegou ao topo da escada.	0
292	Em julho, Kamtchatka declarou guerra a Yakutsk. Como o exército de Yakutsk estava muito melhor equipado e dez vezes maior, eles foram derrotados em poucas semanas.	Kamchatka foi derrotado dentro de semanas.	1
293	Madonna demitiu seu treinador porque dormiu com o namorado.	O treinador dormiu com o namorado.	1
294	Dan teve que impedir que Bill brincasse com o pássaro ferido. Ele é muito compassivo.	Dan é muito compassivo.	1
295	Usei um pano velho para limpar a faca e depois coloquei no lixo.	Coloquei o pano no lixo.	1
296	Dando tapinhas nas costas, a mulher sorriu para a garota.	Dando tapinhas nas costas da mulher, a mulher sorriu para a garota.	0
297	A grande bola bateu na mesa porque era feita de isopor.	A mesa era feita de isopor.	1
298	Eu estava tentando abrir a fechadura com a chave, mas alguém havia enchido o buraco da fechadura com chiclete, e eu não consegui tirá-lo.	Não consegui tirar o chiclete.	1
299	Adam não pode deixar o trabalho aqui até Bob chegar para substituí-lo. Se Bob tivesse saído de casa para trabalhar a tempo, já teria ido embora.	Adam já teria ido a essa altura.	1
300	Bob pagou pela educação universitária de Charlie, mas agora Charlie age como se isso nunca tivesse acontecido. Ele está muito magoado.	Bob está muito magoado.	1
301	Bernard, que não havia dito ao funcionário do governo que tinha menos de 21 anos quando entrou com uma reivindicação de propriedade, não considerou que ele havia feito algo desonesto. Ainda assim, qualquer um que soubesse que ele tinha 19 anos poderia tirar sua reivindicação dele.	Qualquer um que soubesse que ele tinha 19 anos poderia tirar sua reivindicação de Bernard.	1
302	Mary pegou sua flauta e tocou uma de suas peças favoritas. Ela o tem desde criança.	Ela tem flauta desde criança.	1
303	Sam e Amy estão apaixonadamente apaixonados, mas os pais de Amy estão descontentes com isso, porque são esnobes.	Sam e Amy são esnobes.	0
304	Este livro apresentou Shakespeare a Goethe; foi uma ótima seleção de seus escritos.	Foi uma ótima seleção dos escritos de Shakespeare.	1
305	As raposas entram à noite e atacam as galinhas. Vou ter que guardá-los.	Vou ter que guardar as galinhas.	1
306	O burro desejou que uma verruga na perna traseira desaparecesse, e desapareceu.	O burro desejou que uma verruga na perna traseira desaparecesse, e a verruga desapareceu.	1
307	Coloquei o bolo na geladeira. Tem muita manteiga nela.	A geladeira tem muita manteiga.	0
308	O saco de batatas havia sido colocado embaixo do saco de farinha, e teve que ser movido primeiro.	O saco de batatas teve que ser movido primeiro.	0
309	Papai olhou para o rosto das crianças, tão confuso e triste agora. Já era ruim o suficiente que eles tivessem negado tantas coisas, porque ele não podia pagar.	Ele não podia pagar os rostos.	0
310	Coloquei o livro pesado sobre a mesa e ele quebrou.	O livro pesado quebrou.	0
311	Usei um pano velho para limpar a faca e depois coloquei na gaveta.	Coloquei a faca na gaveta.	1
312	James pediu um favor a Robert, mas ele recusou.	James recusou.	0
313	Os homens tinham o direito de manter seus filhos trabalhando para eles até os 21 anos de idade.	Os homens tinham o direito de manter os filhos trabalhando para eles até os 21 anos de idade.	1
314	Os alunos mais velhos estavam intimidando os mais jovens, então os resgatamos.	Nós resgatamos os estudantes mais jovens.	1
315	Naquela manhã, Joey construiu um castelo de areia na praia e colocou uma bandeira de brinquedo na torre mais alta, mas esta tarde o vento o derrubou.	Esta tarde o vento derrubou a bandeira.	1
316	O saco de batatas havia sido colocado acima do saco de farinha, então teve que ser movido primeiro.	O saco de batatas teve que ser movido primeiro.	1
317	Anne deu à luz uma filha no mês passado. Ela é um bebê muito charmoso.	A filha de Anne é um bebê muito charmoso.	1
318	Tatyana conseguiu dois violões e uma sacola e ainda pôde apontar os Freemans: &quot;Não é legal que eles tenham vindo, mamãe!&quot;	Não é legal que os Freemans tenham chegado, mamãe! &quot;	1
319	A pintura na sala de Mark mostra um carvalho. É à direita da estante.	A pintura está à direita da estante.	1
320	Mark estava perto dos calcanhares do Sr. Singer. Ele o ouviu chamando pelo capitão, prometendo-lhe, no jargão que todos conversaram naquela noite, que nada deveria ser danificado no navio, exceto apenas a munição, mas é melhor o capitão e toda sua tripulação permanecer na cabine até o trabalho acabou.	É melhor que o capitão e toda a tripulação de Mark fiquem na cabine até que o trabalho termine.	0
321	Quando Tatyana chegou à cabana, sua mãe estava dormindo. Teve o cuidado de não perturbá-la, despindo-se e subindo de volta ao seu lugar.	Teve o cuidado de não perturbá-la, despindo-se e subindo de volta ao beliche da mãe.	0
322	Mark ouviu os pés de Steve descendo a escada. A porta da loja se fechou atrás dele. Ele correu para olhar pela janela.	Steve correu para olhar pela janela.	0
323	Os lojistas ficaram na cidade para administrar suas lojas e moravam nos quartos atrás deles.	Os lojistas ficaram na cidade para administrar suas lojas e moravam nos aposentos atrás dos lojistas.	0
324	Pete inveja Martin, porque ele é muito bem sucedido.	Pete é muito bem sucedido.	0
325	Sempre antes, Larry ajudara papai em seu trabalho. Mas ele não podia ajudá-lo agora, pois papai disse que seu chefe na companhia ferroviária não iria querer ninguém além dele para trabalhar no escritório.	O chefe do pai na empresa ferroviária não gostaria que ninguém, a não ser ele, trabalhasse no escritório.	1
326	Grant trabalhou duro para colher seus grãos para que ele e sua família tivessem o suficiente para comer naquele inverno. Seu amigo Henry o deixou empilhá-los em seu celeiro, onde secariam. Mais tarde, ele e Tatyana os descascaram e os cozinharam para os jantares de domingo.	Mais tarde, ele e Tatyana os descascaram e os cozinharam para os jantares de domingo dele e de Tatyana.	1
327	Os jornalistas entrevistaram as estrelas do novo filme. Como foram muito persistentes, a entrevista durou muito tempo.	As estrelas eram muito persistentes, então a entrevista durou muito tempo.	0
328	Anna fez muito pior do que sua amiga Lucy, no teste, porque ela havia estudado muito.	Anna havia estudado muito.	0
329	A Dra. Adams informou Kate que ela tinha câncer e apresentou várias opções para tratamento futuro.	Kate teve câncer e apresentou várias opções para tratamento futuro.	1
330	Este livro apresentou Shakespeare a Ovídio; foi uma ótima seleção de seus escritos.	Foi uma excelente seleção dos escritos de Ovídio.	1
331	Durante um jogo de tag, Ethan fugiu de Luke porque ele era &quot;ele&quot;.	Lucas era &quot;isso&quot;.	1
332	Moncrieff visitou o luxuoso apartamento de Chester em Nova York, pensando que pertencia a seu filho Edward. O resultado foi que o Sr. Moncrieff decidiu cancelar o subsídio de Edward, alegando que ele não precisa mais de seu apoio financeiro.	Moncrieff não precisa mais de seu apoio financeiro.	0
333	Alice tentou freneticamente impedir que a filha conversasse na festa, deixando-nos perguntar por que ela estava se comportando tão estranhamente.	Alice estava se comportando tão estranhamente.	1
334	As placas nas portas das lojas tinham fotos que indicavam o trabalho realizado dentro. Embora cada vez mais pessoas aprendessem a ler, cada artesão ainda tinha sinais, não desejando perder um possível patrono apenas porque era analfabeto.	Cada artesão ainda tinha sinais, não desejando perder um possível patrono apenas porque o patrono era analfabeto.	1
335	Os cientistas estão estudando três espécies de peixes que foram encontrados recentemente vivendo no Oceano Índico. Eles começaram há dois anos.	O peixe começou há dois anos.	0
336	Dan ocupou o banco traseiro, enquanto Bill reivindicou a frente porque seus &quot;Dibs!&quot; foi mais rápido.	Dan ocupou o banco traseiro, enquanto Bill reivindicou a frente porque &quot;Dibs!&quot; De Bill foi mais rápido.	1
337	A biografia de Sam Goodman do general espartano Xenófanes transmite uma sensação vívida das dificuldades que ele enfrentou em sua pesquisa.	A biografia de Sam Goodman do general espartano Xenófanes transmite uma sensação vívida das dificuldades que Xenófanes enfrentou em sua pesquisa.	0
338	Enfiei um alfinete na cenoura. Quando puxei o pino, ele deixou um buraco.	O alfinete deixou um buraco.	1
339	Jackson foi grandemente influenciado por Arnold, embora tenha vivido dois séculos depois.	Arnold viveu dois séculos depois.	0
340	Os políticos distantes de Washington não podiam conhecer os colonos, então eles devem fazer regras para regulá-los.	Eles devem fazer regras para regular os colonos.	1
341	Quando Andrea no espanador passou por Susan, ela viu o trem de pouso.	Andrea viu o trem de pouso.	0
342	Mamãe veio e sentou-se ao lado de Alice. Gentilmente, ela acariciou os cabelos e deixou a criança chorar.	Ela acariciou os cabelos de Alice e deixou a criança chorar.	1
343	Joe vendeu sua casa e comprou uma nova a alguns quilômetros de distância. Ele sairá na quinta-feira.	Ele vai sair da casa nova na quinta-feira.	0
344	Mamãe veio e sentou-se ao lado de Alice. Gentilmente, ela acariciou os cabelos e deixou a criança chorar.	Ela acariciou os cabelos de mamãe e deixou a criança chorar.	0
345	Joan fez questão de agradecer a Susan por toda a ajuda que recebera.	Joan fez questão de agradecer a Susan por toda a ajuda que recebera.	1
346	Fiquei ali, me sentindo um chappie sobre o qual já li em um livro, que assassinou outra enseada e escondeu o corpo sob a mesa da sala de jantar, e então teve que ser a vida e a alma de um jantar, com ele lá o tempo todo.	Ele tinha que ser a vida e a alma de um jantar, com a mesa lá o tempo todo.	0
347	Larry, um adolescente tímido, vive com sua mãe viúva em um conjunto habitacional no Brooklyn. O pai de Larry, um líder de gangue, foi morto a tiros; o discípulo de seu pai, Antonio, coloca Larry sob suas asas e rapidamente o transforma em traficante de drogas.	O discípulo de seu pai, Antonio, coloca Larry sob suas asas e rapidamente transforma Antonio em um traficante.	1
348	Os alunos mais velhos estavam intimidando os mais jovens, então nós os punimos.	Punimos os alunos mais velhos.	1
349	Na competição Loebner, os juízes não conseguiram descobrir quais entrevistados eram os chatbots porque eram muito avançados.	Os chatbots eram muito avançados.	1
350	Os pais de Pam chegaram em casa e a encontraram fazendo sexo com o namorado, Paul. Eles ficaram envergonhados com isso.	Pam e Paul ficaram envergonhados com isso.	1
351	Durante um jogo de tag, Ethan fugiu de Luke porque ele era &quot;ele&quot;.	Ethan era &quot;isso&quot;.	0
352	Eu estava tentando abrir a fechadura com a chave, mas alguém havia enchido o buraco da fechadura com chiclete, e eu não consegui tirá-lo.	Não consegui tirar a chave.	0
353	Alice procurou sua amiga Jade na multidão. Como ela sempre tem boa sorte, Alice a viu rapidamente.	Como Alice sempre tem boa sorte, Alice a viu rapidamente.	1
354	Como estava chovendo, carreguei o jornal sobre a mochila para mantê-lo seco.	Carreguei o jornal sobre minha mochila para mantê-lo seco.	0
355	Madonna demitiu seu treinador porque não suportava o namorado.	Ela não suportava o namorado do treinador.	1
356	Em julho, Kamtchatka declarou guerra a Yakutsk. Como o exército de Yakutsk estava muito melhor equipado e dez vezes maior, eles venceram em poucas semanas.	Kamchatka venceu em poucas semanas.	0
357	Frank sentiu-se arrasado quando seu rival de longa data, Bill, revelou que ele era o vencedor da competição.	Bill foi o vencedor da competição.	1
358	Bob pagou pela educação universitária de Charlie, mas agora Charlie age como se isso nunca tivesse acontecido. Ele é muito ingrato.	Bob é muito ingrato.	0
359	Moncrieff visitou o luxuoso apartamento de Chester em Nova York, pensando que pertencia a seu filho Edward. O resultado foi que o Sr. Moncrieff decidiu cancelar o subsídio de Edward, alegando que ele não precisa mais de seu apoio financeiro.	Ele não precisa mais do apoio financeiro de Moncrieff.	1
360	Os cientistas estão estudando três espécies de peixes que foram encontrados recentemente vivendo no Oceano Índico. Eles apareceram dois anos atrás.	Os cientistas apareceram dois anos atrás.	0
361	A pintura na sala de Mark mostra um carvalho. É à direita de uma casa.	A pintura está à direita de uma casa.	0
362	A polícia prendeu todos os membros da gangue. Eles estavam tentando parar o comércio de drogas no bairro.	Os membros da gangue estavam tentando parar o comércio de drogas no bairro.	0
363	O Sr. Taylor era um homem de temperamento incerto e sua tendência geral era pensar que David era um pobre idiota e que qualquer passo que ele desse em qualquer direção por conta própria era apenas mais uma prova de sua idiotice inata.	Qualquer direção por conta própria era apenas mais uma prova da idiotice inata do Sr. Taylor.	0
364	John estava correndo pelo parque quando viu um homem fazendo malabarismos com melancias. Ele ficou muito impressionado.	O malabarista ficou muito impressionado.	0
365	As raposas entram à noite e atacam as galinhas. Eles ficaram muito ousados.	As galinhas ficaram muito ousadas.	0
366	Adam não pode deixar o trabalho aqui até Bob chegar para substituí-lo. Se Bob tivesse saído de casa para trabalhar a tempo, ele estaria aqui a essa hora.	Adam estaria aqui a essa hora.	0
367	Em julho, Kamtchatka declarou guerra a Yakutsk. Como o exército de Yakutsk estava muito melhor equipado e dez vezes maior, eles venceram em poucas semanas.	Yakutsk venceu em poucas semanas.	1
368	Mary colocou a filha Anne na cama, para poder dormir.	Mary colocou sua filha Anne na cama, para que ela pudesse dormir.	0
369	Todos os dias, depois do jantar, o Sr. Schmidt tirava uma longa soneca. Mark o deixava dormir por uma hora, depois o acordava, o repreendia e o fazia trabalhar. Ele precisava levá-lo a terminar seu trabalho, porque seu trabalho era bonito.	Mark precisava levá-lo a terminar seu trabalho, porque seu trabalho era bonito.	1
370	Os homens tinham o direito de manter seus filhos trabalhando para eles até os 21 anos de idade.	Os homens tinham o direito de manter seus filhos trabalhando para eles até os 21 anos de idade.	0
371	Todo mundo realmente amou os biscoitos de aveia; apenas algumas pessoas gostaram dos biscoitos de chocolate. Da próxima vez, devemos fazer menos deles.	Devemos fazer menos biscoitos de chocolate.	1
372	Fred é o único homem vivo que ainda se lembra de meu pai quando criança. Quando Fred viu meu pai pela primeira vez, ele tinha doze anos.	Quando Fred viu meu pai, Fred tinha doze anos.	1
373	Muitas pessoas começam a ler os livros de Paulo e não conseguem descartá-los. Eles são populares porque Paulo escreve muito bem.	Os livros de Paulo são populares porque Paulo escreve muito bem.	1
374	Fred cobriu os olhos com as mãos, porque o vento soprava areia ao redor. Ele os abriu quando o vento parou.	Ele abriu as mãos quando o vento parou.	0
375	O burro desejou que uma verruga na perna traseira desaparecesse, e desapareceu.	O burro desejou que uma verruga na perna traseira desaparecesse, e o burro desapareceu.	0
376	Na competição Loebner, os juízes não conseguiram descobrir quais entrevistados eram os chatbots porque eram muito estúpidos.	Os chatbots eram tão estúpidos.	0
377	Este livro apresentou Shakespeare a Goethe; foi uma grande influência em seus escritos.	Foi uma grande influência na escrita de Goethe.	1
378	Vi Jim gritando com um cara de uniforme militar com uma enorme barba ruiva. Não sei quem ele era, mas ele parecia muito infeliz.	Não sei quem era o cara de uniforme, mas ele parecia muito infeliz.	1
379	John não podia ver o palco com Billy na frente dele, porque ele é muito baixo.	Billy é tão baixo.	0
380	George conseguiu ingressos grátis para a peça, mas deu a Eric, porque não estava particularmente ansioso para vê-la.	George não estava particularmente ansioso para vê-lo.	1
381	Alice estava espanando a sala e tentando encontrar o botão que mamãe havia escondido. Hoje não há tempo para ver fotos antigas em seu álbum de fotos favorito. Hoje ela teve que procurar um botão, então ela colocou o álbum em uma cadeira sem nem mesmo abri-lo.	Hoje não há tempo para olhar fotos antigas no álbum de fotos favorito de Mama.	0
382	Eu estava tentando abrir a fechadura com a chave, mas alguém havia enchido o buraco da fechadura com chiclete, e eu não consegui entrar.	Eu não conseguia colocar o chiclete.	0
383	O troféu não cabe na mala marrom porque é muito pequeno.	A mala é muito pequena.	1
384	O advogado fez uma pergunta à testemunha, mas ele relutou em responder.	O advogado relutou em responder.	0
385	Joan fez questão de agradecer a Susan por toda a ajuda que recebera.	Joan fez questão de agradecer a Susan por toda a ajuda que recebera.	0
386	Mark ficou absorvido em Blaze, o cavalo branco. Ele temia que os garotos do estábulo nos estábulos de Burlington o agredissem e o intimidassem porque ele era tímido, então ele assumiu a alimentação e o cuidado do animal.	Mark assumiu a alimentação e o cuidado do animal.	1
387	Tatyana conseguiu dois violões e uma sacola e ainda pôde apontar os Freemans: &quot;Não é legal que eles tenham vindo, mamãe!&quot;	Não é legal que as duas guitarras e uma bolsa tenham chegado, mamãe! &quot;	0
388	Mark contou a Pete muitas mentiras sobre si mesmo, que Pete incluiu em seu livro. Ele deveria ter sido mais sincero.	Pete deveria ter sido mais sincero.	0
